@module,@class,type,formula,compound_name,phaseinfo,value,temp_range,method,ref,uncertainty,solid,elem,number,os,str,phase,sg,icsd,tag,NO_uc,NO_sc,Nb_uc,Nb_sc,Ec_elem,Ec_O,Ec_binary,Eb
pymatgen.analysis.thermochemistry,ThermoData,fH,Li2O,Li2O,cubic,-6.196796778720049,298,,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",1.0,True,Li,2.0,1.0,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 2.329421, 2.329421], [2.329421, 0.0, 2.329421], [2.329421, 2.329421, 0.0]], ""a"": 3.2942987706766975, ""b"": 3.2942987706766975, ""c"": 3.2942987706766975, ""alpha"": 59.99999999999999, ""beta"": 59.99999999999999, ""gamma"": 59.99999999999999, ""volume"": 25.279818687680972}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [3.4941315, 3.4941315, 3.4941315], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""xyz"": [1.1647105, 1.1647105, 1.1647105], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""O"", ""properties"": {}}]}",cubic,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}","[57411, 642216, 22402, 173193, 180569, 54368, 642219, 173206, 60431, 173180]","['Lithium oxide (2/1)', 'Dilithium oxide', 'Lithium oxide', 'Lithia']",1.0,1,8.0,8,1.63,2.6,12.056796778720049,1.507099597340006
pymatgen.analysis.thermochemistry,ThermoData,fH,Li2O2,Li2O2,hex,-6.569910483409665,298,,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",8.4,True,Li,2.0,2.0,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[1.590181, -2.754274, 0.0], [1.590181, 2.754274, 0.0], [0.0, 0.0, 7.703522]], ""a"": 3.1803617529829844, ""b"": 3.1803617529829844, ""c"": 7.703522, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99999486142909, ""volume"": 67.47968169757684}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.5], ""xyz"": [0.0, 0.0, 3.851761], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.25], ""xyz"": [1.590181, 0.9180931695160002, 1.9258805], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.75], ""xyz"": [1.590181, -0.9180931695160002, 5.7776415000000005], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.64931], ""xyz"": [1.590181, 0.9180931695160002, 5.0019738698200005], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.14931], ""xyz"": [1.590181, -0.9180931695160002, 1.15021286982], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.35069], ""xyz"": [1.590181, -0.9180931695160002, 2.70154813018], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.85069], ""xyz"": [1.590181, 0.9180931695160002, 6.55330913018], ""label"": ""O"", ""properties"": {}}]}",hex,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}","[25530, 180557, 152183]",['Dilithium peroxide'],2.0,4,14.0,28,1.63,2.6,15.029910483409665,1.0735650345292618
pymatgen.analysis.thermochemistry,ThermoData,fH,BeO,BeO,hex,-6.315985878829232,298,,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",3.3,True,Be,1.0,2.0,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[1.354855, -2.346678, 0.0], [1.354855, 2.346678, 0.0], [0.0, 0.0, 4.402034]], ""a"": 2.709710262502063, ""b"": 2.709710262502063, ""c"": 4.402034, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 120.000006409171, ""volume"": 27.991727944331426}, ""sites"": [{""species"": [{""element"": ""Be"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.500042], ""xyz"": [1.354855, 0.782227564452, 2.2012018854279995], ""label"": ""Be"", ""properties"": {}}, {""species"": [{""element"": ""Be"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 4.2e-05], ""xyz"": [1.354855, -0.782227564452, 0.00018488542799999997], ""label"": ""Be"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.122258], ""xyz"": [1.354855, 0.782227564452, 0.538183872772], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.622258], ""xyz"": [1.354855, -0.782227564452, 2.7392008727719994], ""label"": ""O"", ""properties"": {}}]}",hex,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'}","[601160, 20703, 62726, 62729, 62733, 61181, 77373, 62737, 62736, 62727, 15620, 34237, 62735, 616377, 29271, 163468, 34238, 290880, 41485, 62731, 31072, 62728, 56144, 31825, 62730, 62738, 62734, 163819, 62732, 162675, 62534, 391224]","['High pressure experimental phase', 'Beryllium oxide - high pressure determination', 'Beryllium oxide', 'Bromellite']",1.0,2,4.0,8,3.32,2.6,12.235985878829231,3.0589964697073078
pymatgen.analysis.thermochemistry,ThermoData,fH,B2O3,B2O3,hex,-13.198897303395189,298,,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",1.7,True,B,2.0,3.0,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.201288, -3.812742, 0.0], [2.201288, 3.812742, 0.0], [0.0, 0.0, 8.815268]], ""a"": 4.4025754300759, ""b"": 4.4025754300759, ""c"": 8.815268, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99999143549583, ""volume"": 147.97208743976194}, ""sites"": [{""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.782149, 0.597246, 0.775907], ""xyz"": [3.03644566076, -0.704987434026, 6.839828148076], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.815098, 0.217851, 0.442574], ""xyz"": [2.273818238312, -2.277148721274, 3.9014084198320003], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.402754, 0.184902, 0.109241], ""xyz"": [1.293600100928, -0.8306134701839999, 0.962988691588], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.217851, 0.815098, 0.557426], ""xyz"": [2.273818238312, 2.277148721274, 4.913859580167999], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.597246, 0.782149, 0.224093], ""xyz"": [3.03644566076, 0.7049874340259998, 1.9754398519239997], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""B"", ""occu"": 1}], ""abc"": [0.184902, 0.402754, 0.890759], ""xyz"": [1.293600100928, 0.830613470184, 7.852279308411999], ""label"": ""B"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.124633, 0.533824, 0.462426], ""xyz"": [1.4494534926159999, 1.560139711722, 4.076409120168], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.466176, 0.590809, 0.79576], ""xyz"": [2.32672839668, 0.4751934736860002, 7.01483766368], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.409191, 0.875367, 0.129093], ""xyz"": [2.827682110704, 1.777408814592, 1.137989391924], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.0, 0.821068, 0.666667], ""xyz"": [1.807407135584, 3.130520448456, 5.876848271756], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.821068, 0.0, 0.333333], ""xyz"": [1.807407135584, -3.130520448456, 2.938419728244], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.178932, 0.178932, 0.0], ""xyz"": [0.787761728832, 4.9580096511903094e-17, 0.0], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.533824, 0.124633, 0.537574], ""xyz"": [1.4494534926159999, -1.5601397117220002, 4.738858879832], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.590809, 0.466176, 0.20424], ""xyz"": [2.32672839668, -0.4751934736860002, 1.80043033632], ""label"": ""O"", ""properties"": {}}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.875367, 0.409191, 0.870907], ""xyz"": [2.827682110704, -1.7774088145919997, 7.677278608076], ""label"": ""O"", ""properties"": {}}]}",trigon,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P3_121', 'number': 152, 'point_group': '32', 'crystal_system': 'trigonal', 'hall': 'P 31 2""'}","[252683, 252682, 252684, 252681, 16021, 51575]",['Boron oxide'],3.0,9,6.0,18,5.81,2.6,32.61889730339519,5.436482883899198
